店舗名,年度,月,制服冬上,制服冬下,Yシャツ,制服夏上,制服夏下,体操服上,体操服下,靴下,シューズ,帽子,体操帽,合計,,,
福山沼隈,2018,11,238,214,404,48,95,119,24,1901,998,238,0,4277,,,
福山沼隈,2018,12,214,166,998,48,71,48,24,1592,737,214,0,4110,,,
福山沼隈,2018,1,214,214,309,24,48,24,48,1497,404,190,0,2970,,,
福山沼隈,2018,2,1022,855,190,24,24,48,71,1568,404,214,0,4419,,,
福山沼隈,2018,3,9765,7080,15967,998,832,1925,2091,19554,6843,8055,1901,75010,,,
三次,2016,4,285,333,3184,1236,1378,14612,16276,3279,3160,1734,15967,61443,,,
三次,2016,5,380,309,1592,17178,13876,10740,9053,2875,1972,309,11143,69427,,,
三次,2016,6,71,166,1117,7579,6296,1853,1972,3897,1378,309,1782,26421,,,
三次,2016,7,48,166,618,285,309,2257,3089,3445,1734,285,2851,15088,,,
三次,2016,8,119,71,190,404,333,618,618,3350,1901,356,784,8744,,,
三次,2016,9,546,594,737,143,119,143,190,3540,1568,285,0,7865,,,
三次,2016,10,1140,855,689,166,166,119,214,3041,1782,380,0,8554,,,
三次,2016,11,309,404,927,95,166,214,71,3659,1711,356,0,7912,,,
三次,2016,12,309,285,1734,48,166,71,24,3754,1782,380,0,8554,,,
三次,2016,1,309,333,499,24,48,24,95,3588,737,356,0,6011,,,
三次,2016,2,1521,1544,380,71,24,71,119,2875,594,380,0,7579,,,
三次,2016,3,12046,15373,26231,1734,1426,3897,3350,27728,13258,14921,3920,123885,,,
三次,2017,4,356,285,3374,1687,1544,15088,13282,3445,3184,1782,14636,58663,,,
三次,2017,5,380,333,1521,15206,13282,9361,9742,2685,1592,333,10241,64675,,,
三次,2017,6,71,166,808,5964,5774,1402,1830,3683,1473,404,1307,22881,,,
三次,2017,7,24,190,689,309,380,2780,2590,2899,1521,380,2447,14208,,,
三次,2017,8,95,71,166,333,261,760,594,2899,1307,380,689,7556,,,
三次,2017,9,713,689,784,143,119,143,166,2827,1687,285,0,7556,,,
三次,2017,10,832,1022,737,119,238,166,214,3516,1687,285,0,8815,,,
三次,2017,11,285,309,950,95,190,190,71,3802,1521,380,0,7793,,,
三次,2017,12,404,261,1473,71,166,71,24,3326,1402,285,0,7484,,,
三次,2017,1,404,333,451,24,71,24,119,3873,570,333,0,6201,,,
三次,2017,2,1925,1925,285,48,24,71,143,3873,546,380,0,9219,,,
三次,2017,3,16418,11809,27181,1877,1687,3516,3588,34262,16252,15800,2899,135289,,,
三次,2018,4,309,404,3279,1212,1354,13092,12522,3018,3279,1283,11809,51559,,,
三次,2018,5,309,380,1853,14375,11666,9124,9884,3184,1830,356,11120,64081,,,
三次,2018,6,71,143,1045,6320,5251,1307,1687,3588,1734,380,1711,23237,,,
三次,2018,7,24,190,760,380,285,2186,2661,3231,1283,404,2637,14042,,,
三次,2018,8,71,71,190,356,285,594,570,2637,1901,380,523,7579,,,
三次,2018,9,546,618,570,143,143,143,143,2827,1853,309,0,7294,,,
三次,2018,10,1022,1069,665,119,214,143,214,3326,1521,404,0,8696,,,
三次,2018,11,309,285,903,119,190,238,48,2994,1473,285,0,6843,,,
三次,2018,12,309,333,1758,48,190,48,24,2732,1663,356,0,7461,,,
三次,2018,1,285,261,570,24,71,24,95,2851,760,309,0,5251,,,
三次,2018,2,1331,1378,404,71,24,71,143,3683,523,380,0,8007,,,
三次,2018,3,15943,14090,24805,1521,1283,3326,3445,27942,12379,17083,3303,125120,,,
広島五日市,2016,4,261,261,2352,998,1022,10930,8815,2091,2756,1236,11785,42507,,,
広島五日市,2016,5,261,214,1212,11785,10502,7437,6510,2495,1212,238,6510,48375,,,
広島五日市,2016,6,48,95,618,4110,3778,974,1331,2732,1117,285,1022,16109,,,
広島五日市,2016,7,24,119,499,214,285,1639,1711,2091,998,261,2210,10050,,,
広島五日市,2016,8,71,48,95,190,214,499,523,2780,1022,261,546,6249,,,
広島五日市,2016,9,475,546,451,95,119,119,143,2495,950,238,0,5631,,,
広島五日市,2016,10,713,594,380,95,143,119,143,2162,1283,285,0,5916,,,
広島五日市,2016,11,261,214,570,71,143,143,48,1877,1402,190,0,4918,,,
広島五日市,2016,12,261,261,1307,48,119,48,24,2043,1307,238,0,5655,,,
広島五日市,2016,1,261,214,285,24,48,24,71,2376,428,214,0,3944,,,
広島五日市,2016,2,950,1069,261,48,24,48,71,2661,404,238,0,5774,,,
広島五日市,2016,3,12308,8482,18248,1236,1212,2804,2210,24402,10074,8910,2115,91999,,,
広島五日市,2017,4,261,285,2257,1164,1069,9765,11048,2186,1901,974,8506,39418,,,
広島五日市,2017,5,285,214,1045,10502,11951,6653,8173,2424,1378,285,7484,50395,,,
広島五日市,2017,6,48,119,594,3707,4253,1378,1236,1925,1188,238,1164,15848,,,
広島五日市,2017,7,24,166,428,261,261,2067,1996,2162,1069,238,1830,10502,,,
広島五日市,2017,8,71,48,143,238,261,404,451,2328,1307,285,451,5988,,,
広島五日市,2017,9,523,475,428,119,119,119,95,2732,1188,214,0,6011,,,
広島五日市,2017,10,713,570,428,71,143,95,119,2328,1045,285,0,5797,,,
広島五日市,2017,11,214,261,594,71,119,143,48,2495,1283,261,0,5489,,,
広島五日市,2017,12,285,285,1236,48,95,48,24,2495,1331,285,0,6130,,,
広島五日市,2017,1,214,214,404,24,48,24,71,1925,428,238,0,3588,,,
広島五日市,2017,2,1140,974,261,48,24,48,95,2043,451,190,0,5275,,,
広島五日市,2017,3,11048,10407,20600,1354,1212,2115,2138,17060,9670,9575,2233,87413,,,
広島五日市,2018,4,238,190,2352,1069,927,9528,9433,2115,2495,1259,8031,37636,,,
広島五日市,2018,5,238,285,1045,9718,11619,7033,7223,2471,1259,238,6819,47948,,,
広島五日市,2018,6,48,143,594,3968,4776,1283,974,2305,1283,261,1283,16917,,,
広島五日市,2018,7,24,119,451,190,285,1782,1568,2352,1212,238,1734,9955,,,
広島五日市,2018,8,71,48,95,214,285,523,523,2519,1188,190,451,6106,,,
広島五日市,2018,9,380,380,523,119,95,119,143,2661,1117,261,0,5797,,,
広島五日市,2018,10,784,760,428,119,143,95,166,2115,1212,214,0,6035,,,
広島五日市,2018,11,238,238,594,48,95,119,48,2614,1259,261,0,5512,,,
広島五日市,2018,12,261,285,1283,48,95,48,24,2257,903,214,0,5417,,,
広島五日市,2018,1,261,238,309,24,48,24,71,1996,404,261,0,3635,,,
広島五日市,2018,2,1283,1117,214,48,24,48,71,2519,499,190,0,6011,,,
広島五日市,2018,3,9433,8031,16466,1140,1354,1877,1901,23499,11334,8530,2328,85892,,,
江田島,2016,4,214,214,2138,808,927,9053,8530,1521,1853,1045,7223,33525,,,
江田島,2016,5,190,214,974,7674,9979,5679,6724,1877,760,166,4704,38943,,,
江田島,2016,6,24,119,499,3516,3184,1022,1022,2020,808,214,808,13234,,,
江田島,2016,7,24,95,309,214,214,1354,1378,1734,998,166,1639,8126,,,
江田島,2016,8,48,48,71,214,166,451,356,2115,903,214,404,4990,,,
江田島,2016,9,356,428,380,95,95,95,95,1734,903,166,0,4348,,,
江田島,2016,10,594,499,309,71,119,95,119,1663,1140,166,0,4776,,,
江田島,2016,11,166,238,499,48,95,119,48,1925,784,166,0,4087,,,
江田島,2016,12,190,190,1069,48,71,24,24,1616,808,143,0,4182,,,
江田島,2016,1,214,166,309,24,48,24,71,1996,333,166,0,3350,,,
江田島,2016,2,784,1140,190,48,24,48,95,1853,333,166,0,4681,,,
江田島,2016,3,8791,9480,15848,855,927,1830,2020,18604,8268,10169,2115,78907,,,
江田島,2017,4,166,166,1544,713,974,8364,7674,2210,1877,808,8530,33026,,,
江田島,2017,5,214,214,950,6843,7674,6368,5465,1830,760,166,4681,35165,,,
江田島,2017,6,48,95,451,3635,3421,974,855,1972,808,214,808,13282,,,
江田島,2017,7,24,143,356,166,190,1592,1473,1925,998,214,1592,8672,,,
江田島,2017,8,48,48,71,190,214,451,333,1806,1069,214,428,4871,,,
江田島,2017,9,380,333,428,119,71,119,95,1925,1117,214,0,4800,,,
江田島,2017,10,594,499,428,95,119,95,119,1925,974,166,0,5013,,,
江田島,2017,11,166,214,499,71,95,119,24,2067,879,190,0,4324,,,
江田島,2017,12,214,190,1093,48,95,48,24,1948,760,190,0,4609,,,
江田島,2017,1,166,190,285,24,48,24,48,1639,380,190,0,2994,,,
江田島,2017,2,855,832,166,48,24,24,95,1616,309,190,0,4158,,,
江田島,2017,3,9979,8197,17725,974,974,1663,2186,18390,8601,9361,2186,80238,,,
江田島,2018,4,190,214,1806,760,713,7413,8126,1616,2138,974,9694,33644,,,
江田島,2018,5,166,190,1022,8459,9694,6249,5322,1877,1069,238,5322,39608,,,
江田島,2018,6,48,119,570,3469,4015,784,808,2115,855,166,998,13947,,,
江田島,2018,7,24,143,404,190,214,1497,1164,1568,879,166,1687,7936,,,
江田島,2018,8,48,48,119,190,214,285,404,2067,1022,214,380,4990,,,
江田島,2018,9,380,380,356,119,95,71,119,1568,1045,166,0,4301,,,
江田島,2018,10,594,499,451,95,143,95,119,2020,903,190,0,5108,,,
江田島,2018,11,214,166,380,71,95,119,48,1449,927,238,0,3707,,,
江田島,2018,12,238,190,808,24,95,48,24,1592,855,166,0,4039,,,
江田島,2018,1,166,166,238,24,24,24,71,1758,428,214,0,3113,,,
江田島,2018,2,1069,1045,190,24,24,48,95,2043,309,214,0,5061,,,
江田島,2018,3,7413,9266,14993,903,808,1687,1639,13519,7983,8696,1592,68500,,,
安芸高田,2016,4,190,143,1948,808,903,6035,7080,1378,1663,665,8815,29629,,,
安芸高田,2016,5,190,166,737,6629,7841,4562,5275,1568,879,190,5370,33407,,,
安芸高田,2016,6,48,95,546,3944,3493,832,950,1996,832,190,689,13614,,,
安芸高田,2016,7,24,119,404,166,190,1592,1497,1378,974,143,1426,7912,,,
安芸高田,2016,8,71,24,71,190,143,356,380,1331,879,166,309,3920,,,
安芸高田,2016,9,309,309,356,71,71,71,95,1948,737,143,0,4110,,,
安芸高田,2016,10,546,428,285,71,119,71,95,1806,974,143,0,4538,,,
安芸高田,2016,11,143,190,499,48,71,95,24,1378,927,143,0,3516,,,
安芸高田,2016,12,166,166,713,24,71,24,24,1449,855,190,0,3683,,,
安芸高田,2016,1,166,166,214,24,24,24,48,1663,261,143,0,2732,,,
安芸高田,2016,2,998,950,190,24,24,48,71,1925,404,166,0,4800,,,
安芸高田,2016,3,8150,7841,12807,665,713,1592,1378,17939,7770,8815,1568,69237,,,
安芸高田,2017,4,190,214,1354,855,832,8577,7080,1782,1830,689,7389,30793,,,
安芸高田,2017,5,166,190,855,7318,8055,5655,4324,1687,760,166,3944,33121,,,
安芸高田,2017,6,48,71,380,3897,3612,689,855,1616,808,166,855,12997,,,
安芸高田,2017,7,24,71,309,166,143,1069,1473,1948,950,190,1236,7579,,,
安芸高田,2017,8,48,24,71,166,190,309,380,1616,808,143,309,4063,,,
安芸高田,2017,9,309,356,285,71,71,95,95,1568,713,166,0,3730,,,
安芸高田,2017,10,594,428,380,48,95,71,95,1830,760,166,0,4467,,,
安芸高田,2017,11,190,190,451,48,71,119,48,1711,689,143,0,3659,,,
安芸高田,2017,12,190,190,974,24,71,24,24,1853,879,166,0,4396,,,
安芸高田,2017,1,143,166,285,24,24,24,48,1354,285,190,0,2542,,,
安芸高田,2017,2,855,713,190,24,24,24,71,1426,356,190,0,3873,,,
安芸高田,2017,3,8126,6867,16109,760,689,1758,1568,16394,6938,8791,1449,69450,,,
安芸高田,2018,4,166,166,1758,618,832,6843,6201,1378,1687,950,6558,27158,,,
安芸高田,2018,5,190,166,713,8268,8126,5607,5132,1378,737,190,4990,35497,,,
安芸高田,2018,6,48,95,546,3350,3279,832,855,1473,879,143,879,12379,,,
安芸高田,2018,7,24,119,380,166,166,1188,1354,1283,903,166,1402,7152,,,
安芸高田,2018,8,48,24,71,166,190,285,261,1568,713,143,333,3802,,,
安芸高田,2018,9,333,261,261,95,71,95,95,1283,950,143,0,3588,,,
安芸高田,2018,10,428,546,261,71,119,71,95,1426,879,190,0,4087,,,
安芸高田,2018,11,143,190,404,48,95,95,24,1830,927,143,0,3897,,,
安芸高田,2018,12,166,166,927,48,71,48,24,1473,760,143,0,3825,,,
安芸高田,2018,1,166,143,190,24,24,24,48,1426,285,166,0,2495,,,
安芸高田,2018,2,737,713,166,24,24,24,48,1521,356,166,0,3778,,,
安芸高田,2018,3,6273,7128,13258,832,927,1687,1521,14969,6486,8482,1473,63035,,,
下関,2016,4,166,119,1402,570,737,6344,5726,1117,1212,642,5489,23522,,,
下関,2016,5,119,143,570,6795,5298,4657,3659,1521,737,143,4776,28417,,,
下関,2016,6,24,71,499,3160,3136,594,594,1212,784,143,594,10811,,,
下関,2016,7,24,71,333,166,143,1069,879,1473,737,166,1045,6106,,,
下関,2016,8,48,24,71,143,143,333,333,1188,570,143,238,3231,,,
下関,2016,9,238,285,261,71,48,71,71,1212,642,119,0,3018,,,
下関,2016,10,380,333,285,71,95,48,71,1117,665,119,0,3184,,,
下関,2016,11,119,143,380,48,71,71,24,1616,784,143,0,3398,,,
下関,2016,12,143,119,689,24,48,24,24,1402,594,143,0,3208,,,
下関,2016,1,119,166,238,24,24,24,48,1639,238,143,0,2661,,,
下関,2016,2,737,808,143,24,24,24,71,1236,285,143,0,3493,,,
下関,2016,3,6178,7342,11334,689,808,1354,1426,11714,6795,5536,1354,54529,,,
下関,2017,4,166,166,1592,689,570,5203,6795,1188,1140,570,6415,24497,,,
下関,2017,5,119,119,784,6772,7199,3778,4467,1188,594,143,4324,29486,,,
下関,2017,6,24,71,356,3018,2162,689,546,1639,760,119,713,10098,,,
下関,2017,7,0,71,261,166,119,1188,1045,1616,713,143,927,6249,,,
下関,2017,8,24,24,71,119,143,309,261,1497,618,166,285,3516,,,
下関,2017,9,309,261,238,71,71,71,71,1307,618,119,0,3136,,,
下関,2017,10,475,475,309,48,71,48,95,1402,642,166,0,3730,,,
下関,2017,11,143,143,356,48,71,71,24,1117,808,119,0,2899,,,
下関,2017,12,119,143,642,24,71,24,24,1473,784,119,0,3421,,,
下関,2017,1,143,143,214,24,24,24,48,1616,285,166,0,2685,,,
下関,2017,2,737,808,143,24,24,24,71,1473,261,143,0,3707,,,
下関,2017,3,6914,5251,14541,546,594,1616,1283,13068,5489,4942,1354,55598,,,
下関,2018,4,143,119,1236,618,642,4800,6962,1544,1378,689,6962,25091,,,
下関,2018,5,166,166,760,6154,5275,4015,3802,1521,546,166,3326,25898,,,
下関,2018,6,24,71,356,2732,2732,546,594,1236,570,143,523,9528,,,
下関,2018,7,24,71,285,119,143,903,903,1188,546,119,1188,5489,,,
下関,2018,8,48,24,71,143,143,309,285,1331,760,166,261,3540,,,
下関,2018,9,261,261,285,71,48,71,71,1236,642,143,0,3089,,,
下関,2018,10,451,380,285,71,95,71,95,1544,760,119,0,3873,,,
下関,2018,11,143,119,285,48,71,95,24,1378,760,143,0,3065,,,
下関,2018,12,143,143,760,24,48,24,24,1378,713,166,0,3421,,,
下関,2018,1,166,119,214,24,24,24,48,1140,214,143,0,2115,,,
下関,2018,2,689,713,166,24,0,24,48,1449,261,119,0,3493,,,
下関,2018,3,5441,5108,10098,594,618,1283,1117,10217,5322,5679,1378,46855,,,
周南,2016,4,95,71,879,380,356,3849,3113,974,760,428,2970,13876,,,
周南,2016,5,71,71,428,2922,3469,2471,2067,879,428,71,2899,15777,,,
周南,2016,6,24,24,214,1877,1473,356,356,808,404,95,333,5964,,,
周南,2016,7,0,48,190,71,95,642,737,903,451,71,618,3825,,,
周南,2016,8,24,24,48,95,95,166,166,927,333,71,166,2115,,,
周南,2016,9,166,143,166,48,24,48,24,974,404,95,0,2091,,,
周南,2016,10,285,261,190,48,48,24,48,903,356,71,0,2233,,,
周南,2016,11,71,71,214,24,48,48,24,832,428,71,0,1830,,,
周南,2016,12,95,71,404,24,24,24,0,974,333,95,0,2043,,,
周南,2016,1,71,95,119,0,24,0,24,784,190,95,0,1402,,,
周南,2016,2,404,356,95,24,0,24,24,642,166,71,0,1806,,,
周南,2016,3,4301,3469,5797,451,404,950,903,5869,4134,3374,737,30389,,,
周南,2017,4,95,95,855,356,333,4253,3136,713,879,333,3160,14208,,,
周南,2017,5,71,95,333,3184,4110,2376,2732,808,451,71,2542,16775,,,
周南,2017,6,24,24,238,1378,1497,333,309,950,356,71,475,5655,,,
周南,2017,7,0,48,166,95,71,713,523,808,309,95,618,3445,,,
周南,2017,8,24,24,24,95,71,166,166,665,451,95,166,1948,,,
周南,2017,9,143,166,190,48,24,48,48,689,309,95,0,1758,,,
周南,2017,10,214,261,190,48,48,24,48,879,428,95,0,2233,,,
周南,2017,11,71,95,166,24,48,48,24,760,404,71,0,1711,,,
周南,2017,12,71,71,404,24,48,24,0,808,451,71,0,1972,,,
周南,2017,1,95,95,119,0,24,0,24,713,143,95,0,1307,,,
周南,2017,2,356,380,95,24,0,24,24,737,190,71,0,1901,,,
周南,2017,3,3208,3612,7817,451,356,665,927,7532,3683,3326,855,32432,,,
周南,2018,4,71,95,642,333,404,3041,3944,832,832,333,3208,13733,,,
周南,2018,5,95,95,428,3089,3231,2590,2614,903,356,71,2637,16109,,,
周南,2018,6,24,48,190,1236,1497,356,428,879,333,95,428,5512,,,
周南,2018,7,0,48,166,95,95,594,570,665,356,71,523,3184,,,
周南,2018,8,24,24,24,71,71,190,143,855,451,71,166,2091,,,
周南,2018,9,190,166,143,48,24,24,24,642,356,95,0,1711,,,
周南,2018,10,190,261,143,24,48,24,48,808,380,71,0,1996,,,
周南,2018,11,71,95,190,24,24,48,24,855,356,71,0,1758,,,
周南,2018,12,71,71,309,24,48,24,0,713,333,95,0,1687,,,
周南,2018,1,95,71,95,0,24,0,24,784,119,95,0,1307,,,
周南,2018,2,380,428,95,24,0,24,24,618,166,95,0,1853,,,
周南,2018,3,3778,3160,6819,404,428,689,784,6415,2827,2732,784,28821,,,
山口,2016,4,143,119,950,451,570,5821,4277,1045,1093,594,6083,21146,,,
山口,2016,5,119,143,665,5702,4704,3374,4158,1093,665,143,4063,24829,,,
山口,2016,6,24,48,404,2328,2519,594,689,1117,475,143,570,8910,,,
山口,2016,7,24,48,190,119,119,879,998,1378,665,119,927,5465,,,
山口,2016,8,24,24,48,119,119,285,214,1236,523,95,214,2899,,,
山口,2016,9,214,214,238,71,48,71,71,1164,618,143,0,2851,,,
山口,2016,10,333,404,261,48,71,48,71,1236,546,143,0,3160,,,
山口,2016,11,119,119,356,24,48,95,24,1283,665,143,0,2875,,,
山口,2016,12,95,119,618,24,48,24,0,974,570,119,0,2590,,,
山口,2016,1,119,119,166,24,24,0,24,1188,238,95,0,1996,,,
山口,2016,2,689,618,119,24,0,24,48,1307,261,95,0,3184,,,
山口,2016,3,5394,4491,10692,523,642,1188,1259,12260,5655,4752,1093,47948,,,
山口,2017,4,95,95,1022,499,523,4514,5346,950,1307,689,6011,21051,,,
山口,2017,5,119,95,689,4467,4514,3802,3873,950,546,95,3326,22477,,,
山口,2017,6,24,71,380,2020,2732,689,451,1354,475,119,523,8839,,,
山口,2017,7,0,71,285,95,119,808,855,1069,570,95,784,4752,,,
山口,2017,8,24,24,71,143,119,261,214,1378,570,119,214,3136,,,
山口,2017,9,261,190,214,48,48,48,48,1354,499,95,0,2804,,,
山口,2017,10,356,285,190,48,71,48,48,974,570,95,0,2685,,,
山口,2017,11,95,143,261,48,48,95,24,950,546,119,0,2328,,,
山口,2017,12,95,119,594,24,71,24,24,1331,475,95,0,2851,,,
山口,2017,1,95,143,166,24,24,24,48,1140,285,143,0,2091,,,
山口,2017,2,523,689,143,24,24,24,48,950,285,95,0,2804,,,
山口,2017,3,5298,4776,10050,665,594,1188,1022,9029,4206,5655,1164,43647,,,
山口,2018,4,95,95,950,523,475,4087,4966,974,879,523,4871,18438,,,
山口,2018,5,119,119,570,5322,4372,3540,3255,1093,594,119,3445,22548,,,
山口,2018,6,24,48,356,2471,2471,594,570,1283,546,95,428,8886,,,
山口,2018,7,24,71,238,119,143,998,974,1212,451,119,1045,5394,,,
山口,2018,8,24,24,71,143,119,214,166,1022,523,119,261,2685,,,
山口,2018,9,261,238,214,71,48,71,48,1307,546,143,0,2946,,,
山口,2018,10,404,285,214,48,48,48,48,879,618,119,0,2709,,,
山口,2018,11,95,95,238,48,71,71,24,1069,665,95,0,2471,,,
山口,2018,12,143,143,618,24,71,24,24,1259,594,95,0,2994,,,
山口,2018,1,143,143,190,24,24,24,24,1069,190,143,0,1972,,,
山口,2018,2,523,499,95,24,0,24,48,1022,190,119,0,2542,,,
山口,2018,3,4134,5203,11238,475,618,974,1259,8767,5370,4586,1259,43885,,,
下関長府,2016,4,190,143,1639,689,760,8696,6582,1521,1806,927,6083,29035,,,
下関長府,2016,5,190,166,832,7461,7603,4110,4538,1473,879,166,3920,31339,,,
下関長府,2016,6,24,71,546,2614,2804,855,665,1901,808,166,832,11286,,,
下関長府,2016,7,24,95,261,166,143,1140,1093,1806,760,143,1307,6938,,,
下関長府,2016,8,48,48,71,143,143,333,356,1639,879,143,333,4134,,,
下関長府,2016,9,333,380,285,71,71,71,71,1521,760,166,0,3730,,,
下関長府,2016,10,380,499,309,48,95,48,95,1925,760,190,0,4348,,,
下関長府,2016,11,143,190,333,48,95,95,24,1331,927,190,0,3374,,,
下関長府,2016,12,143,166,879,24,71,48,24,1663,950,190,0,4158,,,
下関長府,2016,1,143,143,261,24,24,24,48,1473,380,166,0,2685,,,
下関長府,2016,2,950,950,119,48,24,24,71,1354,333,166,0,4039,,,
下関長府,2016,3,8482,7674,14351,855,784,1449,1734,11880,7888,8411,1473,64984,,,
下関長府,2017,4,166,166,1354,737,594,6962,6320,1663,1711,642,6463,26778,,,
下関長府,2017,5,143,190,737,5679,8173,3778,5394,1758,832,166,4823,31672,,,
下関長府,2017,6,24,71,428,3493,3018,713,737,1259,760,119,855,11476,,,
下関長府,2017,7,24,119,380,166,190,1236,1164,1544,665,166,1354,7009,,,
下関長府,2017,8,48,48,71,190,166,285,309,1521,737,190,309,3873,,,
下関長府,2017,9,356,285,380,71,48,95,95,1354,665,166,0,3516,,,
下関長府,2017,10,404,404,309,71,95,48,95,1806,784,119,0,4134,,,
下関長府,2017,11,143,143,380,48,71,95,24,1544,855,166,0,3469,,,
下関長府,2017,12,166,143,689,24,71,48,24,1901,808,143,0,4015,,,
下関長府,2017,1,166,143,285,24,24,24,48,1687,285,143,0,2827,,,
下関長府,2017,2,950,642,190,24,24,24,48,1283,380,190,0,3754,,,
下関長府,2017,3,5892,7176,16181,737,855,1830,1901,11928,5964,6890,1616,60968,,,
下関長府,2018,4,143,166,1426,737,642,8007,8078,1711,1663,879,5584,29035,,,
下関長府,2018,5,143,166,689,5869,7342,5298,3968,1544,689,143,3635,29486,,,
下関長府,2018,6,24,95,523,2994,2661,665,665,1283,784,190,737,10621,,,
下関長府,2018,7,24,95,356,143,143,974,1093,1544,760,143,1069,6344,,,
下関長府,2018,8,48,24,95,166,119,309,285,1283,832,166,285,3612,,,
下関長府,2018,9,238,333,333,71,48,95,71,1378,737,166,0,3469,,,
下関長府,2018,10,451,451,333,48,119,48,119,1782,855,190,0,4396,,,
下関長府,2018,11,190,190,428,48,95,95,24,1426,665,166,0,3326,,,
下関長府,2018,12,190,143,737,24,71,24,24,1782,808,166,0,3968,,,
下関長府,2018,1,190,190,238,24,48,24,48,1521,356,166,0,2804,,,
下関長府,2018,2,855,618,190,24,24,48,48,1711,285,190,0,3992,,,
下関長府,2018,3,6748,5797,12545,642,832,1734,1354,12403,5655,6677,1806,56192,,,
美祢,2016,4,95,119,974,546,428,5322,5370,1045,1022,451,4895,20267,,,
美祢,2016,5,95,95,570,4467,3873,3683,2922,1140,451,95,3612,21004,,,
美祢,2016,6,24,71,285,2519,2186,594,570,1188,499,119,546,8601,,,
美祢,2016,7,0,71,190,119,95,760,665,1164,546,119,950,4681,,,
美祢,2016,8,24,24,48,119,119,214,190,974,570,95,190,2566,,,
美祢,2016,9,166,238,190,48,24,48,48,832,618,95,0,2305,,,
美祢,2016,10,333,356,190,48,48,48,71,879,428,119,0,2519,,,
美祢,2016,11,119,119,238,24,48,71,24,974,594,119,0,2328,,,
美祢,2016,12,95,119,475,24,48,24,0,974,499,119,0,2376,,,
美祢,2016,1,119,119,166,0,24,0,48,950,238,95,0,1758,,,
美祢,2016,2,475,451,119,24,0,24,48,1045,214,119,0,2519,,,
美祢,2016,3,4800,4562,10740,475,570,1069,1236,10644,4514,3920,855,43386,,,
美祢,2017,4,119,119,998,546,475,3778,4110,1069,1188,618,5227,18248,,,
美祢,2017,5,119,119,428,4110,5037,3540,3326,927,594,95,3445,21740,,,
美祢,2017,6,24,48,309,1806,1830,428,618,1236,594,119,475,7484,,,
美祢,2017,7,0,48,214,119,119,737,950,1212,499,119,784,4800,,,
美祢,2017,8,24,24,71,95,119,166,190,1117,546,95,238,2685,,,
美祢,2017,9,238,238,238,71,48,48,48,1022,499,95,0,2542,,,
美祢,2017,10,333,309,238,48,71,24,71,1117,475,95,0,2780,,,
美祢,2017,11,95,95,261,24,71,71,24,855,451,95,0,2043,,,
美祢,2017,12,119,95,618,24,48,24,0,832,475,95,0,2328,,,
美祢,2017,1,119,95,143,24,24,0,24,879,238,95,0,1639,,,
美祢,2017,2,523,451,95,24,0,24,24,998,166,119,0,2424,,,
美祢,2017,3,4396,4467,8958,404,499,974,855,10526,4990,5203,1045,42317,,,
美祢,2018,4,119,119,1022,475,428,3540,4158,1117,1022,570,3493,16062,,,
美祢,2018,5,95,95,570,3730,3540,3469,3326,784,428,119,3469,19626,,,
美祢,2018,6,24,48,333,1877,1663,404,428,1045,404,119,546,6890,,,
美祢,2018,7,24,48,214,95,119,689,713,1022,451,95,855,4324,,,
美祢,2018,8,24,24,48,119,95,214,214,784,475,119,190,2305,,,
美祢,2018,9,190,166,190,48,48,48,48,1117,523,119,0,2495,,,
美祢,2018,10,309,261,190,48,71,48,71,879,499,95,0,2471,,,
美祢,2018,11,119,119,238,24,48,71,24,1140,404,95,0,2281,,,
美祢,2018,12,119,95,546,24,48,24,0,1069,475,119,0,2519,,,
美祢,2018,1,119,119,119,0,24,24,24,1140,190,95,0,1853,,,
美祢,2018,2,451,546,119,24,24,24,48,1164,214,119,0,2732,,,
美祢,2018,3,4301,5132,10431,451,523,808,1117,9552,4301,4372,1093,42079,,,
下関本,2016,4,71,71,784,285,356,3374,2827,760,713,356,2542,12141,,,
下関本,2016,5,48,71,428,3279,2614,1758,2210,832,309,71,2400,14018,,,
下関本,2016,6,24,24,214,1449,1236,333,428,713,380,95,333,5227,,,
下関本,2016,7,0,48,119,71,71,594,642,808,404,71,451,3279,,,
下関本,2016,8,24,0,24,71,71,143,143,760,333,71,143,1782,,,
下関本,2016,9,119,143,143,24,24,24,48,713,356,48,0,1639,,,
下関本,2016,10,214,238,143,24,48,24,48,689,404,71,0,1901,,,
下関本,2016,11,71,71,166,24,24,48,24,760,333,71,0,1592,,,
下関本,2016,12,71,71,404,24,48,24,0,618,333,71,0,1663,,,
下関本,2016,1,71,71,95,0,0,0,24,832,119,71,0,1283,,,
下関本,2016,2,380,356,71,0,0,24,24,618,166,71,0,1711,,,
下関本,2016,3,3326,2827,6748,309,404,855,689,6700,2590,3184,570,28203,,,
下関本,2017,4,71,71,832,285,285,2732,3065,665,784,309,3588,12688,,,
下関本,2017,5,95,71,404,3184,3184,1734,2281,760,380,71,1972,14137,,,
下関本,2017,6,24,48,190,1378,1616,285,333,665,356,71,404,5370,,,
下関本,2017,7,0,48,166,71,71,451,475,642,309,71,618,2922,,,
下関本,2017,8,24,24,24,95,71,166,143,594,404,71,119,1734,,,
下関本,2017,9,119,166,143,24,24,24,48,737,380,95,0,1758,,,
